,Text,text_modified
47,It was truly refreshing to see where Goku or Vegeta didn't land the final blow. Nice homage to Cell vs Gohan fight in DBZ. Not over the top comedic. Liked everything about the movie.,truly refreshing see goku vegeta didnt land final blow nice homage cell vs gohan fight dbz top comedic liked everything movie
48,"Yes, I do mean it. The development of the new characters along with the emotion at the end of the movie, gave this more of a cinematic feel than any other previous Dragon Ball movie including Broly. Pan and Piccolo steal the show, and do a stellar job carrying the plot. Anyone who is a fan of the series will be treated with some of the best moments in the entire franchise... The animation was phenomenal. It is the best use of 3d in anime I've ever scene. They found a way to blend old style character designs with the new 3d style. The dark outlines and facial expression, gave it an OG Dragon Ball look. Additionally, there are several shots of RR aircrafts and robots that will have you feeling nostalgic.... My final note is this, if you read any review with a low score that starts out talking about the 3d style looking bad, they went into the movie with a closed mind, or have not seen the final product. Many prominent members of the community have given this movie's animation a 9/10 or higher.",yes mean development new characters along emotion end movie gave cinematic feel previous dragon ball movie including broly pan piccolo steal show stellar job carrying plot anyone fan series treated best moments entire franchise animation phenomenal best use anime ive ever scene found way blend old style character designs new style dark outlines facial expression gave og dragon ball look additionally several shots rr aircrafts robots feeling nostalgic final note read review low score starts talking style looking bad went movie closed mind seen final product many prominent members community given movies animation higher
49,"The only think it has going for it is the animation and seeing well known characters. Although the most popular characters only make a short appearance, because they're too busy training in Beerus world.The movie is full of inconsistencies, like Pan learning to fly with Piccolo when she could already do it as a baby. Or Vegeta training through meditation like Goku is very well known for, but you see Goku say that is not even a training method.The movie has the typical lines that make Gohan fans giggle, like Piccolo saying that Gohan is the Saiyan with the most potential of them all. When following Toriyama explanation for Gohan potential, then Trunks, Goten, Pan and Bulla all have more potential than him.Does Gohan even trains to gain the new transformation?! No. Like always he's been too busy not training and he just transforms because of Piccolo, because he only needs to get angrier. So the transformation, like the ultimate form it's an unearned form. Much like Piccolo gets two power boots because Dende upgrades the dragon so he can give those boosts in power.Even Cell Max is a complete disappointment, because at no time do you feel that he's a threat. Not when he completely out of control purposely fires Ki beams at the Earth, all hit the Earth and nothing happens. Zero damage to the planet. One of the beams falls right next to Bulma and she's fine without even a scratch. You can even say that feats wise Cell Max is weaker than Cell.The story is juvenile to say the least, and the fights aren't even impressive at all.This movie only has one reason of being. To give a cookie to Gohan fans and tell them Gohan is as powerful as Goku and Vegeta, even though the movie gives zero proof of that. The only thing it gives you is Piccolo and Gohan personal opinions, about how they think Gohan is now as powerful as Goku and Vegeta.And that in the end is no proof at all.At least Freeza when he defeats Gas and then defeats Goku and Vegeta in their Ultra forms, he actually does it. No one says he could possibly do it or that they think he could do it, you see Freeza do it in his Black Freeza form. And at least Frieza had to train for ten years to get the new form.The Manga did more for Freeza in one chapter than this entire movie does for Gohan.And that only shoes why this movie should've never been done. Compared to for example the Battle of Gods but especially the Broly movie, Super Hero isn't even worth the time watching it.",think going animation seeing well known characters although popular characters make short appearance theyre busy training beerus worldthe movie full inconsistencies like pan learning fly piccolo could already baby vegeta training meditation like goku well known see goku say even training methodthe movie typical lines make gohan fans giggle like piccolo saying gohan saiyan potential following toriyama explanation gohan potential trunks goten pan bulla potential himdoes gohan even trains gain new transformation like always hes busy training transforms piccolo needs get angrier transformation like ultimate form unearned form much like piccolo gets two power boots dende upgrades dragon give boosts powereven cell max complete disappointment time feel hes threat completely control purposely fires ki beams earth hit earth nothing happens zero damage planet one beams falls right next bulma shes fine without even scratch even say feats wise cell max weaker cellthe story juvenile say least fights arent even impressive allthis movie one reason give cookie gohan fans tell gohan powerful goku vegeta even though movie gives zero proof thing gives piccolo gohan personal opinions think gohan powerful goku vegetaand end proof allat least freeza defeats gas defeats goku vegeta ultra forms actually one says could possibly think could see freeza black freeza form least frieza train ten years get new formthe manga freeza one chapter entire movie gohanand shoes movie shouldve never done compared example battle gods especially broly movie super hero isnt even worth time watching
50,"The story is also just a recycled clone of older Dragon Ball arcs with copy cat moments in every step of the way, completely giving away the plot to any fan of the show and progressing in a sad manner with uninspired transformation with 0 creativity. THE BEST part of the movie is simply the growth of Trunks and Goten in terms of design and that is it. I will not be buying this movie in physical form, 1 showing at the Cinema was enough torture for me. I will not be buying this movie in physical form, 1 showing at the Cinema was enough torture for me. I will not be buying this movie in physical form, 1 showing at the Cinema was enough torture for me.",story also recycled clone older dragon ball arcs copy cat moments every step way completely giving away plot fan show progressing sad manner uninspired transformation creativity best part movie simply growth trunks goten terms design buying movie physical form showing cinema enough torture buying movie physical form showing cinema enough torture buying movie physical form showing cinema enough torture
51,"Dragon Ball Super: Super Hero, whilst having probably the worst name of any Dragon Ball movie, is one of the most enjoyable Dragon Ball films ever put to screen. It cannot be stressed enough to actually watch this film in a cinema or bare minimum an actual HD screening not a camrip like so many have and only have.This movie's animation is spectacular when it counts, the fights have a real 3D sense that Director Tetsurô Kodama takes full advantage of, giving Dragon Ball new life and originality, with previous attempts of Dragon Ball CGI not even coming close. Combined with this films booming soundtrack, the fight scenes leave a huge impact and are an absolute awe to watch.It is not entirely perfect, and rough around the edges when major spectacle isn't taking place (ironically it looked the worst at the start where you would want to make a good impression), but 95% of the time looks great and is getting too much unfair bandwagon hate over freeze framing transition shots.This films pacing is rocket fast never dragging, yet never feeling particularly rushed. This is impressive as this movie takes a step back from the nonstop action of Dragon Ball Super: Broly, and presents with some character moments and nonchalant comedy. The change of Piccolo to leading man with the dynamic between him and Gohan works well albeit, a little Déjà vu. The movie never feels like it is missing the presence of Goku and Vegeta, however of course, they are still coerced in here. Goku and Vegeta's scenes were not needed and are purely here as they are of course the most popular characters, but, their fight is a highlight and its thrilling spectacle distracts the viewer from its non-importance.Addressing common criticism of this film, some are fair whilst others feel very contradictory for Dragon Ball SUPER. The most common criticism I hear of this film is that it is pure nostalgia pandering and nothing more. There is definitely apparent nostalgia, but no worse is it than Dragon Ball Super BROLY, the movie that literally is about reusing a villain and was marketed around Gogeta fighting him. Regarding the final villain of this flick, he admittedly has little character and is a pure powerhouse, yet the same can pretty much be said for Broly, aside from a few lines and a pretty candid backstory, he is no different. Two wrongs dont make a right, and the Broly film was still great, but this movie is getting hate for something it equally stumbled on.The finale sequence (whilst spectacular in its grandeur) is absolute BS and not at all earned, and really feels like marketing ploys for Dokkan, figures etc. There are also a few too many retcons and ""bold"" statements (to say the least) that make up a major part of my negative criticism of this movie that if you know you know and/or will see, all feeling pointless and almost as if Toriyama is just trying to troll his audience.At my IMAX screening they were only showing the dub and whilst I will always prefer the traditional Japanese voice actors, everyone does a good job here, Sabat does a great job as leading man.Dragon Ball Super: Super Hero is one of the easiest movies you'll ever watch, due to its spectacular spectacle and style along with its non-stop pacing. It is flawed in some of its narrative with pointless retcons and questionable attempts at appealing to nostalgia, but regardless will have you engaged from start to finish never waning. If you are at all a Dragon Ball fan casual or hardcore, this is a must see on the biggest screen you can find.Watched in IMAX August 18 Australia English Dubbed.",dragon ball super super hero whilst probably worst name dragon ball movie one enjoyable dragon ball films ever put screen cannot stressed enough actually watch film cinema bare minimum actual hd screening camrip like many havethis movies animation spectacular counts fights real sense director tetsurô kodama takes full advantage giving dragon ball new life originality previous attempts dragon ball cgi even coming close combined films booming soundtrack fight scenes leave huge impact absolute awe watchit entirely perfect rough around edges major spectacle isnt taking place ironically looked worst start would want make good impression time looks great getting much unfair bandwagon hate freeze framing transition shotsthis films pacing rocket fast never dragging yet never feeling particularly rushed impressive movie takes step back nonstop action dragon ball super broly presents character moments nonchalant comedy change piccolo leading man dynamic gohan works well albeit little déjà vu movie never feels like missing presence goku vegeta however course still coerced goku vegetas scenes needed purely course popular characters fight highlight thrilling spectacle distracts viewer nonimportanceaddressing common criticism film fair whilst others feel contradictory dragon ball super common criticism hear film pure nostalgia pandering nothing definitely apparent nostalgia worse dragon ball super broly movie literally reusing villain marketed around gogeta fighting regarding final villain flick admittedly little character pure powerhouse yet pretty much said broly aside lines pretty candid backstory different two wrongs dont make right broly film still great movie getting hate something equally stumbled onthe finale sequence whilst spectacular grandeur absolute bs earned really feels like marketing ploys dokkan figures etc also many retcons bold statements say least make major part negative criticism movie know know andor see feeling pointless almost toriyama trying troll audienceat imax screening showing dub whilst always prefer traditional japanese voice actors everyone good job sabat great job leading mandragon ball super super hero one easiest movies youll ever watch due spectacular spectacle style along nonstop pacing flawed narrative pointless retcons questionable attempts appealing nostalgia regardless engaged start finish never waning dragon ball fan casual hardcore must see biggest screen findwatched imax august australia english dubbed
52,"Movie made for all the Gohan and Piccolo lovers, finally Dragon Ball Super is doing some fan service. This is the long awaited movie that all the diehard dragon ball fans have been waiting for.The graphics were really good, I was worried about the video game cutscene style, but it actually worked out really well, and looked modern.",movie made gohan piccolo lovers finally dragon ball super fan service long awaited movie diehard dragon ball fans waiting forthe graphics really good worried video game cutscene style actually worked really well looked modern
53,"This movie focused on the Earth scenario with Son Gohan Famz, Picollo, etc. Even though, there is a glimpse of Son Goku & Vegeta in a very far place from Earth.I really love this movie because it's so nostalgic as one of the most iconic anime in the world.The main plot is Son Gohan's famz and Picollo got an unexpected enemy in a very peaceful earth situation while Son Gohan has already almost lost his strength due to his mundane as a scientist. Son Goku & Vegeta can't help them coz out of communication. This flawlessly makes sense coz both of them could easily beat the enemy, LOL.The main pros are a well-narrated story and easy to understand. Gladfully, the quick intro really helps us to catch up with the story of Dragon Ball Z. Personally, I barely remembered the whole story but big thanks to these, LOL.Next pros, this movie is really nostalgic with all of the chars and Japanese Anime ambiance. Japanese jokes & cultures, social construction & morals, stupidity & innocence are always part of the Anime Ambiance. This is hard to be missed by anime lovers.Lastly, I'd say it's a reasonable movie. Not too long, not too many jokes, not too hard to understand, and everything seems perfect. Especially, the story is reasonable, coz the main enemy makes Son Gohan and his friends struggle due to lack of training.Besides that, everything is just standard. Moral value, visual, and music is nothing special except my main motivation to lit my nostalgic memories.Nevertheless, this movie is fun, so nostalgic, and easy to catch up! As typical of anime ambiance, this is ready to energize us with all of the hard work and motivational things. Perfect to cope with our burnt-out, so don't miss it!",movie focused earth scenario son gohan famz picollo etc even though glimpse son goku vegeta far place earthi really love movie nostalgic one iconic anime worldthe main plot son gohans famz picollo got unexpected enemy peaceful earth situation son gohan already almost lost strength due mundane scientist son goku vegeta cant help coz communication flawlessly makes sense coz could easily beat enemy lolthe main pros wellnarrated story easy understand gladfully quick intro really helps us catch story dragon ball z personally barely remembered whole story big thanks lolnext pros movie really nostalgic chars japanese anime ambiance japanese jokes cultures social construction morals stupidity innocence always part anime ambiance hard missed anime loverslastly id say reasonable movie long many jokes hard understand everything seems perfect especially story reasonable coz main enemy makes son gohan friends struggle due lack trainingbesides everything standard moral value visual music nothing special except main motivation lit nostalgic memoriesnevertheless movie fun nostalgic easy catch typical anime ambiance ready energize us hard work motivational things perfect cope burntout dont miss
54,"I just wanna say that this is extremely bad. Not only this movie but all the movies, franchise from Buu Saga (1995).Please stop, the original Dragon Ball (1986 - 1995) is the best manga ever.The continuing of it just makes it worse.Horrible story, predictable, ugly design characters, repeatedly plots ...",wanna say extremely bad movie movies franchise buu saga please stop original dragon ball best manga everthe continuing makes worsehorrible story predictable ugly design characters repeatedly plots
55,"This is a movie that I would say is too funny for its own good. Why is this? Because it's a story about world ending monsters and super powered aliens who can destroy planets built upon the foundations of a comedy movie. It never manages to find the right balance between these two tones, so when it's serious, it has no impact on me because instead of making me care, the movie has been making me laugh. When the movie is funny, it doesn't land because thirty seconds ago it was a serious action flick. It doesn't know what it wants to be, so it doesn't work. I still enjoyed it well enough, though. Despite its relatively low stakes, confused tone and incredibly poor pacing, it manages to stay entertaining throughout, propped up by its incredible action and decent humor. Though due to its lack of substance, it never manages to become anything truly meaningful.",movie would say funny good story world ending monsters super powered aliens destroy planets built upon foundations comedy movie never manages find right balance two tones serious impact instead making care movie making laugh movie funny doesnt land thirty seconds ago serious action flick doesnt know wants doesnt work still enjoyed well enough though despite relatively low stakes confused tone incredibly poor pacing manages stay entertaining throughout propped incredible action decent humor though due lack substance never manages become anything truly meaningful
56,"Loved it. We laughed, cried, got goosebumps. It was nice to see a story that didn't completely revolve around the same characters; not that there's anything wrong with that. Music was great and catchy and the English voice dubbing was spectacular. I loved Dragonball Super Broly as that was a spectacle! This movie is also mainly CGI and it looks great! People may not like it because they're use to the hand drawn animation from before, but this is a step forward. I definitely recommend a Dragonball fan to watch this as you'll either love it or like it, no on can hate this movie. I can't wait for the next Dragonball Super movie, and more episodes to come in the anime. Keep it going as long as possible because it's amazing to relive my childhood.",loved laughed cried got goosebumps nice see story didnt completely revolve around characters theres anything wrong music great catchy english voice dubbing spectacular loved dragonball super broly spectacle movie also mainly cgi looks great people may like theyre use hand drawn animation step forward definitely recommend dragonball fan watch youll either love like hate movie cant wait next dragonball super movie episodes come anime keep going long possible amazing relive childhood
57,"First 15 minutes was very interesting, next 20 minutes was boring. Too many relationships with too many characters.I did want to know what happened with the ""evil scientist"" fighting the good guys. It could be super interesting. But with all these ""random"" relationships, it wasn't worth the wait.It's my first Dragon Ball movie, so maybe it will be more normal for you. I was just bored with the infinite relationships.",first minutes interesting next minutes boring many relationships many charactersi want know happened evil scientist fighting good guys could super interesting random relationships wasnt worth waitits first dragon ball movie maybe normal bored infinite relationships
58,"I gotta say, for a CGI anime movie, it is really well done. The animation is really good and at times I forget it was done in 3D. I liked the comedy, the action and the plot of this movie. Piccolo definitely one of the main highlights of the film, especially his awesome new form. Wish the name was a bit more creative other than Orange Piccolo. Gohan is good as well, wish he needed a little more screen time. Love his form also by the way. And the Gammas were interesting antagonist of the film. My only issue was with the climax of how they decided to technically ""bring back cell"" by making him the new bio Broly. But hey I still like the design a lot better than Bio Broly by along shot. Also really love the animation at the beginning of rehashing the Dragonball history, kinda makes me want Toei to reanimated OG Dragonball, give them the same treatment as HxH, Jojo, and Full Metal. If you are a long time Dragonball fan, this movie is a much watch for sure.",gotta say cgi anime movie really well done animation really good times forget done liked comedy action plot movie piccolo definitely one main highlights film especially awesome new form wish name bit creative orange piccolo gohan good well wish needed little screen time love form also way gammas interesting antagonist film issue climax decided technically bring back cell making new bio broly hey still like design lot better bio broly along shot also really love animation beginning rehashing dragonball history kinda makes want toei reanimated og dragonball give treatment hxh jojo full metal long time dragonball fan movie much watch sure
59,"I didn't care for the Animation style from trailers and clips but once you have it on A 50"" TV you start to like it quick.Story isn't great but good for A Piccolo/Gohan side story if you see it that way.Giving Gohan A Beast mode was too easily achieved and Piccolo basically just wished for his which was kinda cheap too.Give it A watch for yourself and you may just enjoy it more than you were anticipating to.This was even better and more interesting than Battle of the Gods if you ask me .Svdnyjdcaxsbfbrbrb4b.wgeg4h4j5j5ht3f3f2f2dqzwcrbrbr.vdbtnsc d f ymumykyj5jrh3gwf2d2x22ctn2f2t3etuiiy.",didnt care animation style trailers clips tv start like quickstory isnt great good piccologohan side story see waygiving gohan beast mode easily achieved piccolo basically wished kinda cheap toogive watch may enjoy anticipating tothis even better interesting battle gods ask svdnyjdcaxsbfbrbrbbwgeghjjhtfffdqzwcrbrbrvdbtnsc f ymumykyjjrhgwfdxctnftetuiiy
60,"This Movie Is Pure Dragon Ball
Funny Scenes
Action
Transformation
Big Villain
Everything Is In This Movie
CGI Made The Fights Look More Amazing
Piccolo Gohan Are The Main Heroes
But We Get Goku And Vegeta Too
Watching This Movie Is Super Fun.",movie pure dragon ball funny scenes action transformation big villain everything movie cgi made fights look amazing piccolo gohan main heroes get goku vegeta watching movie super fun
61,"Dragon Ball Super: Super Hero (yes they are going with both supers) follows the path laid down by previous instalment Broly in making attempts to be an actual ""movie"".That is to say it goes in for some character development and world building. Its a while before we meet any of the regular characters with the first portion of the film focusing on a tiny mafioso type and his quiff sporting henchmen recruiting self professed ""super genius"" Dr Hedo to help rebuild the Red Ribbon Army. This establishes Super Hero's intent to deliver a story that old school fans can get behind without needing to be up to date with more recent events. The only real mention of last decades worth of TV show and movies being neatly contained in a side plot involving Goku, Vegeta and the newer characters.Dragon Ball is always a mix of the grandiose and ridiculous. Super Hero spends much more time focusing on the light hearted end of the scale, with Piccolo needing Gohan to step up after attempts to bring in Goku and Vegeta are thwarted by an ice cream tub and a plastic surgery addiction.This seems like the right way to go given the relatively low stakes, at least compared to the potentially universe ending events of the anime series.Whatever is going in Dragon Ball movie you know its really only passing time until a final fight. The big showdown here is fine, although the re imagining of a classic villain as a big roaring monster will divide fans, as will the mega clean 3D art style.New look not withstanding its a Dragon Ball movie and most people already know whether or not its for them.7 Super Saiyans out of 10 biological researchers.",dragon ball super super hero yes going supers follows path laid previous instalment broly making attempts actual moviethat say goes character development world building meet regular characters first portion film focusing tiny mafioso type quiff sporting henchmen recruiting self professed super genius dr hedo help rebuild red ribbon army establishes super heros intent deliver story old school fans get behind without needing date recent events real mention last decades worth tv show movies neatly contained side plot involving goku vegeta newer charactersdragon ball always mix grandiose ridiculous super hero spends much time focusing light hearted end scale piccolo needing gohan step attempts bring goku vegeta thwarted ice cream tub plastic surgery addictionthis seems like right way go given relatively low stakes least compared potentially universe ending events anime serieswhatever going dragon ball movie know really passing time final fight big showdown fine although imagining classic villain big roaring monster divide fans mega clean art stylenew look withstanding dragon ball movie people already know whether super saiyans biological researchers
62,"Very well narrated movie ever by dragon Ball franchise. It triggers my old Passion for dragon ball.Gohan beast is very well written by Akira toriyama , btw orange piccolo also gave me goosebumps in theatre. I love the movie's new concept of 2.5D which is ver very much appreciable in my pov ,also I want to share about the gammas in brief
Both gamma1&2 are amazing ,it felt me like they are very natural and simple characters ,of us anyone can understand them.Finally all the characters in this movie are very well written and directed by the Akira toriyama ,Tetsuro kodama and all other members and also the voice artist gave their fullest potential.",well narrated movie ever dragon ball franchise triggers old passion dragon ballgohan beast well written akira toriyama btw orange piccolo also gave goosebumps theatre love movies new concept ver much appreciable pov also want share gammas brief gamma amazing felt like natural simple characters us anyone understand themfinally characters movie well written directed akira toriyama tetsuro kodama members also voice artist gave fullest potential
63,"This was the first Anime Film I saw in theaters so this was new im used to streaming these sorts of things on the television or through my game console so seeing an anime like this was pretty neat to me. Anyway on with the review.This is the first Dragon Ball film to be entirely animated in 3D and so as someone who has watched all the shows and films this is a little distracting to start with, eventually, I got over it but still would have preferred the traditional 2D art style the series is known for.This film demonstrates that Dragon Ball could use more of their forgotten side characters than constantly relying on Goku or Vegeta all the time.The film mainly centers around Piccolo infiltrating the Red ribbon Army ( Yes they are back again) trying to figure out what nefarious schemes they are cooking up. They have created two new Androids GAMA 1 and 2 who are just as powerful as all of the Z Warriors combined and are instructed to wipe out the warriors after their creator was deceived into thinking that the show's heroes are the villains. Piccolo tries to enlist Gohans help but finds that he would be no help because Gohan has neglected his training, focusing on his career and family. So Piccolo infiltrates the Army to figure out their plans and stop them.This film is made for fans of Dragon Ball so newcomers are warned this film is not a friendly jumping-on point. There is a brief recap of the entire history of the show but it's very cramped and will be a lot for newcomers to take in without prior knowledge of the shows or films they reference in the movie.If you are a fan of Dragon Ball I think you will have a good time. The film calls back to a lot of the original dragon ball elements being more laid back and low stakes, I also liked that a lot of old characters got included in the film making for great nostalgic callbacks.This film made me smile because of the laid-back nature of Film and as such I did chuckle at a lot of the humor in the film. Dragon Ball is Known for its humor and I'm glad to see it intact here with characters that we have been disconnected from for so long because of how long the franchise has been going onAll in All, I had a really good time with this film, It's not my favorite out of the films ( Personally it's Battle Of Gods for me) and I would recommend this film to FANS and not New Comers if you are interested in watching but have not seen a lot of Dragon Ball then this film is not for you catch up first and then you can watch it with more clarity.",first anime film saw theaters new im used streaming sorts things television game console seeing anime like pretty neat anyway reviewthis first dragon ball film entirely animated someone watched shows films little distracting start eventually got still would preferred traditional art style series known forthis film demonstrates dragon ball could use forgotten side characters constantly relying goku vegeta timethe film mainly centers around piccolo infiltrating red ribbon army yes back trying figure nefarious schemes cooking created two new androids gama powerful z warriors combined instructed wipe warriors creator deceived thinking shows heroes villains piccolo tries enlist gohans help finds would help gohan neglected training focusing career family piccolo infiltrates army figure plans stop themthis film made fans dragon ball newcomers warned film friendly jumpingon point brief recap entire history show cramped lot newcomers take without prior knowledge shows films reference movieif fan dragon ball think good time film calls back lot original dragon ball elements laid back low stakes also liked lot old characters got included film making great nostalgic callbacksthis film made smile laidback nature film chuckle lot humor film dragon ball known humor im glad see intact characters disconnected long long franchise going onall really good time film favorite films personally battle gods would recommend film fans new comers interested watching seen lot dragon ball film catch first watch clarity
64,"The movie started well. I'm not one of the those fans that misses the inclusion of all the less relevant Z fighters like Gohan, Piccolo, etc. I still found myself enjoying how much of Piccolo we got in this one.On the other hand, the movie lacked originality and honestly, the impact that comes with 2D animation.Couldn't Pan already fly as a baby in some episodes of DBS??These power comparisons like ""Oh... they're on Goku and Vegeta's level"" or ""Even GOku and Vegeta wouldnt be able to defeat them"" throughout the movie, even tho they are designed to give a scale and give sense of danger, just make the movie less believable and in bad taste, because then we see Piccolo and Gohan dominate them. Feels like it diminuishes everything the DB verse has been building.Once again, they burped transformations in our faces without any context, build-up, hints, character merit or even just a name. I enjoyed DBS: Broly a lot and I enjoyed Ultra Instinct's inclusion in DBS but its getting ridiculous. If that is how they'll handle the franchise from now on, I dont think I can keep following.Gohan's new form looks ridiculously lame, out of a fan page for Super Sayian 20's concept. I was all up for a Piccolo upgrade but also... not like this. A wish and a ""bonus""??? With so much possibility of creating new Namekian lore to justify a new form, all this movie accomplished just feels lazy.Also, I can't be the only one that feels gohan doesn't deserve protagonism, he is quite boring and everything always comes so easy to him....Overall, it hurt to watch the last half hour. Until then, it was somewhat pleasant.",movie started well im one fans misses inclusion less relevant z fighters like gohan piccolo etc still found enjoying much piccolo got oneon hand movie lacked originality honestly impact comes animationcouldnt pan already fly baby episodes dbsthese power comparisons like oh theyre goku vegetas level even goku vegeta wouldnt able defeat throughout movie even tho designed give scale give sense danger make movie less believable bad taste see piccolo gohan dominate feels like diminuishes everything db verse buildingonce burped transformations faces without context buildup hints character merit even name enjoyed dbs broly lot enjoyed ultra instincts inclusion dbs getting ridiculous theyll handle franchise dont think keep followinggohans new form looks ridiculously lame fan page super sayian concept piccolo upgrade also like wish bonus much possibility creating new namekian lore justify new form movie accomplished feels lazyalso cant one feels gohan doesnt deserve protagonism quite boring everything always comes easy himoverall hurt watch last half hour somewhat pleasant
65,"Felt like a universal studios ride was a blast for me the wife and kids. Definitely recommend. Piccolo finally got some well deserved shine. The new characters were entertaining. Some good character growth for the ""B"" team. It's worth a watch on the big screen. 4dx chairs move hits you with air lights and water. It was an experience.",felt like universal studios ride blast wife kids definitely recommend piccolo finally got well deserved shine new characters entertaining good character growth b team worth watch big screen dx chairs move hits air lights water experience
66,"I enjoyed this film a lot! As a lifelong Dragon Ball fan and huge fan of Gohan growing up, it's great to see him back in action after he was more passive and not nearly as important in the narrative post cell games. Plus the characterization of him and Piccolo was on point and so much fun to see. Piccolo taking care of Pan as favors for Gohan and Videl was adorable to see, and the humor in this movie was great. The action as well was very well done, although at times admittedly the full 3D graphics of the movie got a little bit wonky to watch, but generally it was just fine.The premise was pretty decent as well. I was worried when I heard the movie was going to bring back the Red Ribbon Army, but I thought that they pulled it off in a believable and interesting way. The new characters were good and Hedo's motivations were a great change of pace.However, admittedly I'm not a huge fan of Gohan and Piccolo just getting ""new forms"" that don't have any substance to them in the long run, even though the Beast Form and Orange Form looked great. It felt a little bit forced, and the final villain just being an overgrown and mindless clone of Cell felt a little bland compared to the way they set up Hedo and the Gammas.Overall, a good and enjoyable watch, especially if you're a big Dragon Ball fan, but it's not any kind of masterpiece work of art. What are you expecting from a DBZ movie though haha. Not all of them can be Battle of Gods.",enjoyed film lot lifelong dragon ball fan huge fan gohan growing great see back action passive nearly important narrative post cell games plus characterization piccolo point much fun see piccolo taking care pan favors gohan videl adorable see humor movie great action well well done although times admittedly full graphics movie got little bit wonky watch generally finethe premise pretty decent well worried heard movie going bring back red ribbon army thought pulled believable interesting way new characters good hedos motivations great change pacehowever admittedly im huge fan gohan piccolo getting new forms dont substance long run even though beast form orange form looked great felt little bit forced final villain overgrown mindless clone cell felt little bland compared way set hedo gammasoverall good enjoyable watch especially youre big dragon ball fan kind masterpiece work art expecting dbz movie though haha battle gods
67,"It's been a while since good DB material was released, and this is one that true fans will enjoy.From the familiar story and good battles, funny moments reminiscent of the original, all in theatre cinematics... what's there not to like?",since good db material released one true fans enjoyfrom familiar story good battles funny moments reminiscent original theatre cinematics whats like
68,This movie was incredible having Gohan and Piccolo as the main characters was definitely refreshing. Gohans transformation was incredible and piccolos very long awaited for us dragonball Fans.Gohan using the special beam conon was a nice touch passing it down from master to student.But the only problem was the art work could of been done a lot better and the animation.,movie incredible gohan piccolo main characters definitely refreshing gohans transformation incredible piccolos long awaited us dragonball fansgohan using special beam conon nice touch passing master studentbut problem art work could done lot better animation
69,"It's not a funny movie, it's not a well-written movie, it's not a movie that leaves you with something, it's not a movie that enriches the characters, in short it's bad movie. CGI ugly.",funny movie wellwritten movie movie leaves something movie enriches characters short bad movie cgi ugly
70,"Good because Gohan has a new form and its so beatiful, and they say now he is stronger than goku and vegeta so i like the fact that gohan power is returning.However, the rest is not good at all, they rushed the story, gohan's rage seems too rushed and has no real purpose. I dislike the villain who they call cell max, Its too big and ugly I just didnt enjoy those things, also he is in 2nd form and doesnt transform.Piccolo gets a new form and pan is a funny character I think she was fine.Overall happy for gohan but the movie is not good.",good gohan new form beatiful say stronger goku vegeta like fact gohan power returninghowever rest good rushed story gohans rage seems rushed real purpose dislike villain call cell max big ugly didnt enjoy things also nd form doesnt transformpiccolo gets new form pan funny character think fineoverall happy gohan movie good
71,"Dragon Ball Super: Super Hero continues from the last installment and continues to offer fans exactly what they come for with the property - energetic action, high stakes drama, quirky humor, and a sense of verisimilitude throughout, and as an added bonus new transformations, new characters, and a new style of animation.Akira Toriyama is like the Japanese equivalent to Todd McFarlane and Robert Leifeld - his story and characters are not the most original or well-written compared to his contemporaries, and his artwork can be inconsistent in terms of scale and presentation of character model, but nonetheless his stories are epic, his characters and artwork dynamic, and, above all else, is fun to be immersed in. This is especially true in regard to Dragon Ball as a franchise.I have to say that this new style of animation works extremely well for the property, I was skeptical at first but adjusted to it fairly quickly. This may in fact be the best animated Dragon Ball feature to date as every character is consistent in model, and the voice acting perfectly compliments the actions of the characters.This is pretty good for a fan of the property, one who is not very well-versed into Dragon Ball is likely going to be confused by a few things, especially if they have not seen the previous feature.",dragon ball super super hero continues last installment continues offer fans exactly come property energetic action high stakes drama quirky humor sense verisimilitude throughout added bonus new transformations new characters new style animationakira toriyama like japanese equivalent todd mcfarlane robert leifeld story characters original wellwritten compared contemporaries artwork inconsistent terms scale presentation character model nonetheless stories epic characters artwork dynamic else fun immersed especially true regard dragon ball franchisei say new style animation works extremely well property skeptical first adjusted fairly quickly may fact best animated dragon ball feature date every character consistent model voice acting perfectly compliments actions charactersthis pretty good fan property one wellversed dragon ball likely going confused things especially seen previous feature
72,"This movie itself gives a bad rep to the Dragon Ball series. I'm not sure how people enjoyed this movie overall. I will admit there was a few good sequences in the end, but overall, this movie was a complete joke. How did we come from the Dragon ball Broly movie which I truly enjoyed...to this? It's such a downgrade. Not only is the animation bad, but also the plot and script. Sometimes I think to myself if I could have directed this movie, I could of came up with a better story than this and more people would go watch it.",movie gives bad rep dragon ball series im sure people enjoyed movie overall admit good sequences end overall movie complete joke come dragon ball broly movie truly enjoyedto downgrade animation bad also plot script sometimes think could directed movie could came better story people would go watch
